10,2.9237851570940165E-5,1491,2
20,1.2032795261518459E-5,2306,2
30,4.249045774429305E-5,2641,2
40,1.9806868657212817E-5,2841,2
50,8.844052004519654E-6,3299,2
60,8.128725625056177E-6,2944,2
70,6.264602156136334E-6,2752,2
80,9.858375371152306E-6,2968,2
90,1.5563087423231536E-5,2912,2
100,6.791656701921056E-6,3049,2
200,4.1801304540456385E-5,3513,2
300,3.941513291749743E-5,3236,2
400,6.541434187568029E-5,3353,2
500,1.586708873446696E-5,4712,2
600,2.6429346284828625E-5,4094,2
700,5.741371325029831E-7,4552,2
800,1.1505625550967125E-5,3683,2
900,2.1572791055746166E-5,4097,2
1000,1.2528171232872864E-5,3894,2
1100,2.8353198025854454E-5,4604,2
1200,7.477636991382042E-6,4167,2
1300,2.672029680184096E-5,4384,2
1400,2.61184702594619E-5,4623,2
1500,2.6107140222109138E-5,4530,2
1600,6.4497433314159025E-6,5332,2
1700,3.7886268486886365E-6,4888,2
1800,1.4244526383322409E-5,5100,2
1900,1.0070794061789456E-5,5328,2
2000,3.725353156625033E-5,4894,2
2100,1.0246697200955168E-5,5077,2
2200,7.475140982649009E-6,5196,2
2300,1.9548957652659738E-5,4278,2
2400,3.6548008843340085E-5,4434,2
2500,5.108941707021586E-6,4594,2
2600,3.8440536322070784E-5,4790,2
2700,2.7204290780957763E-5,4721,2
2800,1.75235669672702E-5,5087,2
2900,5.863131278971423E-5,5050,2
3000,4.1210937929747615E-5,5693,2
3100,9.803592064372424E-6,3973,2
3200,1.4101154363288515E-5,6257,2
3300,2.2042168545510776E-5,6660,2
3400,5.882884231311891E-6,5426,2
3500,5.189256614102078E-5,4777,2
3600,1.600830316306201E-6,4552,2
3700,4.5772597268012305E-5,5131,2
3800,2.253672824537034E-5,5704,2
3900,4.117463497266272E-6,4877,2
4000,2.1505224317763805E-5,6577,2
4100,7.596797374276321E-6,5182,2
4200,1.4180315424994205E-5,4778,2
4300,5.986743580876919E-6,6741,2
4400,1.6992685033301314E-5,5271,2
4500,9.244016048626236E-6,6856,2
4600,3.503675041116594E-5,4590,2
4700,2.0061129504256314E-5,5113,2
4800,3.804377526250846E-5,5544,2
4900,3.07430896739902E-5,4912,2
5000,1.0443104159207905E-5,5594,2
5100,1.5730625499088546E-5,5296,2
5200,1.5815888559700397E-5,5928,2
5300,2.5907790046630907E-5,7313,2
5400,3.104336201431579E-7,4760,2
5500,1.4094869150937939E-5,5097,2
5600,2.9450146833198687E-5,4917,2
5700,3.57160811077506E-5,5070,2
5800,2.3852609565722105E-5,5406,2
5900,2.2336960071811518E-5,5461,2
6000,1.0159251701225003E-5,5174,2
6100,5.958060087607464E-5,4801,2
6200,1.7644349831869022E-5,5280,2
6300,2.2983713265034567E-5,5905,2
6400,1.3284126431756249E-5,5182,2
6500,3.0733614892142214E-5,5636,2
6600,2.5180758868259545E-5,6598,2
6700,3.315800898207044E-5,5054,2
6800,8.754446952252692E-6,4378,2
6900,2.999494390110158E-5,5511,2
7000,9.770922972052176E-6,5190,2
7100,1.1644413127953612E-5,5628,2
7200,5.653808280214889E-6,6319,2
7300,3.4265457600213267E-6,5343,2
7400,3.5264124136347164E-6,5929,2
7500,2.8465661088716843E-5,5433,2
7600,2.369130707080558E-5,6761,2
7700,5.4821948936023546E-6,4976,2
7800,5.3626681761898E-7,6619,2
7900,1.122616905746554E-5,6142,2
8000,2.625430202130019E-5,5768,2
8100,1.0310872440300045E-6,5359,2
8200,5.755371823568112E-6,5113,2
8300,3.45761060316363E-6,5249,2
8400,2.201809147095446E-5,4931,2
8500,3.5636082962753335E-5,5511,2
8600,1.645081820811356E-5,6118,2
8700,4.187202823402458E-5,4879,2
8800,1.2440459926210679E-5,5626,2
8900,2.7845553489669328E-5,6786,2
9000,1.5824581744539046E-5,6777,2
9100,9.876302229372413E-7,4905,2
9200,4.184270704854498E-5,5661,2
9300,1.0814780566192894E-5,6338,2
9400,2.9747411147695857E-6,8414,2
9500,2.8146470100409715E-5,5522,2
9600,3.5530551379281405E-5,5961,2
9700,1.0448885063851776E-6,5346,2
9800,3.427637236796954E-5,6080,2
9900,2.0294097986095494E-5,5594,2
10000,3.2342098606363834E-5,5182,2
10,2.740057409766905E-5,1796,2
20,2.7699481087495315E-5,1909,2
30,1.7639178672368416E-5,3874,2
40,1.5711938921469937E-5,2541,2
50,1.374315667845849E-5,3408,2
60,1.627999596820473E-5,2676,2
70,4.28207464864272E-5,3709,2
80,2.6610270289495475E-5,2891,2
90,1.9641805685921554E-5,3521,2
100,7.155353998200553E-6,3118,2
200,4.760868720410372E-5,5158,2
300,4.205226034059706E-7,3993,2
400,2.450221080607662E-5,4203,2
500,3.824403158603218E-6,3790,2
600,1.87523050811933E-5,4174,2
700,3.041630081668245E-5,4071,2
800,1.937231324689037E-5,3916,2
900,3.6252944859427316E-5,4490,2
1000,1.3627039109564976E-5,3794,2
1100,3.408356919720745E-5,3901,2
1200,1.0137534253829017E-5,3792,2
1300,5.4228034528591706E-5,4032,2
1400,2.3981103062453712E-5,4916,2
1500,1.0009886544537494E-5,4989,2
1600,1.3528026649112235E-5,4408,2
1700,5.318043299951114E-6,4379,2
1800,4.481040868142827E-6,5366,2
1900,4.491264107286952E-5,4153,2
2000,1.703005892039755E-5,4781,2
2100,4.958404947785766E-5,4978,2
2200,2.5452831785344188E-5,5915,2
2300,8.428686804506924E-6,5434,2
2400,1.746796600343714E-5,5908,2
2500,4.462518905512525E-5,4156,2
2600,3.1612897878119384E-5,8793,2
2700,2.406029217638661E-5,4686,2
2800,3.2761491560506784E-5,4887,2
2900,4.6539011933077745E-6,6459,2
3000,3.2640556213436867E-7,4561,2
3100,6.138850622505743E-6,5178,2
3200,1.782305720610111E-5,5114,2
3300,7.198824299337048E-6,4789,2
3400,1.641592732681829E-5,5328,2
3500,4.147166382040268E-5,3933,2
3600,1.0847585940609861E-7,4793,2
3700,4.175226539615551E-5,5955,2
3800,2.3295490976238398E-5,6131,2
3900,6.5839176457416215E-6,6048,2
4000,1.4442343882592468E-5,6458,2
4100,4.647946745706122E-6,5267,2
4200,1.4654613259779126E-5,5972,2
4300,2.7791304361812763E-5,4595,2
4400,2.5183076743928723E-5,4541,2
4500,1.2104816761393522E-5,4720,2
4600,3.9352900998324E-5,5176,2
4700,1.0839426579423161E-5,4403,2
4800,4.766143575807291E-6,6931,2
4900,3.035262025719021E-6,6030,2
5000,2.719473451406884E-5,5091,2
5100,6.841125561152239E-6,4605,2
5200,1.4794653743877006E-5,5904,2
5300,3.080542639821715E-5,4404,2
5400,4.0390324329564464E-5,5242,2
5500,2.460300785145364E-5,5083,2
5600,4.183167627047624E-5,5133,2
5700,2.16455941881577E-6,4897,2
5800,3.47418394639476E-5,4962,2
5900,3.1516819490207126E-5,4963,2
6000,3.296756611348428E-5,5490,2
6100,1.8015416436867326E-5,6517,2
6200,6.740923772952101E-6,4629,2
6300,6.367225492454054E-5,5127,2
6400,2.5537702015299146E-6,6733,2
6500,3.881342166778268E-6,5393,2
6600,4.040127042514996E-5,5662,2
6700,1.6854944774991054E-5,5967,2
6800,3.0298678964868486E-5,6432,2
6900,1.5497987824630854E-5,5542,2
7000,8.109731197691872E-7,6933,2
7100,3.070180667918976E-5,5669,2
7200,6.563086579092214E-6,5921,2
7300,2.1763176626166114E-5,6469,2
7400,4.694468785260142E-6,4860,2
7500,1.4058723110110805E-6,4851,2
7600,2.7061080238865998E-5,6689,2
7700,6.541862340725402E-6,6866,2
7800,9.39789121900958E-6,4967,2
7900,4.690072756829977E-5,5440,2
8000,3.29280574646873E-5,4983,2
8100,1.9305772838151825E-5,6065,2
8200,1.6334284893559925E-6,5640,2
8300,1.5903714952969494E-5,5025,2
8400,3.5640061241792864E-5,6823,2
8500,2.6398676844507918E-5,5715,2
8600,1.3322077137445376E-5,5118,2
8700,8.31259337985557E-6,5128,2
8800,1.4210381287682594E-5,5845,2
8900,1.8300124622783187E-5,5485,2
9000,2.405192025634051E-5,6137,2
9100,4.4290055200235656E-5,5828,2
9200,1.1057527636637587E-5,5541,2
9300,3.1599739948262595E-5,5916,2
9400,1.5754332743256327E-5,5210,2
9500,1.9807104749247628E-5,5417,2
